exp_name,layer_count,layers,steer_direction,first_half_matches_direction,steer_alpha,first_half_scale,second_half_scale,block_length,batch_size,first_half_positive,first_half_negative,first_half_perplexity,second_half_positive,second_half_negative,second_half_perplexity,full_text_positive,full_text_negative,full_text_perplexity
pattern_l25-31-16-24-26_a1.6_fh1.0_sh3.0,5,"25,31,16,24,26",positive,True,1.6,1.0,3.0,128,10,0.2612266137450934,0.024894412611611186,4.730651390552521,0.1592712029069662,0.4587301248311996,nan,0.17312318250536918,0.023647721875458955,6.621671741008758
pattern_l25-31-16-24-26_a2.0_fh0.5_sh1.0,5,"25,31,16,24,26",positive,True,2.0,0.5,1.0,128,10,0.18786913983523845,0.011973946643993259,2.993883540630341,0.17359109234064818,0.34502012862823905,48.35072240948677,0.10025876669213175,0.03008295701816678,3.0537414383888244
pattern_l25-31-16-24-26_a2.0_fh0.5_sh1.5,5,"25,31,16,24,26",positive,True,2.0,0.5,1.5,128,10,0.13746883694082498,0.1714998564333655,2149.3574553370477,0.1352013360336423,0.21031087666749954,1883.7632444763183,0.15274018697440625,0.07422479315893725,1907.8409460520745
pattern_l25-31-16-24-26_a2.0_fh0.5_sh2.0,5,"25,31,16,24,26",positive,True,2.0,0.5,2.0,128,10,0.19565247274935246,0.022078243060968818,2.8397841668128967,0.16524231433868408,0.4589000642299652,nan,0.13605810299515725,0.034655464498791845,3.8050215220451356
pattern_l25-31-16-24-26_a2.0_fh0.5_sh2.5,5,"25,31,16,24,26",positive,True,2.0,0.5,2.5,128,10,0.24374253407120705,0.019771233331412078,3.8510094809532167,0.11093660194426774,0.38440801940858366,nan,0.11881292201578617,0.07448475698009133,5.046455411911011
pattern_l25-31-16-24-26_a2.0_fh0.5_sh3.0,5,"25,31,16,24,26",positive,True,2.0,0.5,3.0,128,10,0.228470409065485,0.020528766395291314,3.721063530445099,0.18172402679920197,0.59352707862854,42063.609375,0.15965309799648822,0.08596532839816064,2.3580260455608366
pattern_l25-31-16-24-26_a2.0_fh1.0_sh1.0,5,"25,31,16,24,26",positive,True,2.0,1.0,1.0,128,10,0.3480160647444427,0.253046894967556,4891.794927706718,0.11305995439877733,0.28013067053630947,162.03129841804505,0.12000824105925859,0.21039659574627875,181.59132598400117
pattern_l25-31-16-24-26_a2.0_fh1.0_sh1.5,5,"25,31,16,24,26",positive,True,2.0,1.0,1.5,128,10,0.31892939686775207,0.25122865380719306,1876.2342360723019,0.14804908744990825,0.2898404489085078,714.1747262191773,0.327638220153749,0.07907034973613918,1428.6534034943581
pattern_l25-31-16-24-26_a2.0_fh1.0_sh2.0,5,"25,31,16,24,26",positive,True,2.0,1.0,2.0,128,10,0.40322342127561567,0.22174182645976542,243.79862813591956,0.1646910698711872,0.45879528850317003,nan,0.26825244192034003,0.26657437019050123,286.1876770877838
pattern_l25-31-16-24-26_a2.0_fh1.0_sh2.5,5,"25,31,16,24,26",positive,True,2.0,1.0,2.5,128,10,0.3141793051362038,0.21290231116116046,11.510480976104736,0.13188284553587437,0.5739826270192862,24214.86866016865,0.1139872887544334,0.279125584885478,4.967738066911697
pattern_l25-31-16-24-26_a2.0_fh1.0_sh3.0,5,"25,31,16,24,26",positive,True,2.0,1.0,3.0,128,10,0.3545851442962885,0.23845251105725765,66.35282917261124,0.18172402679920197,0.59352707862854,42063.609375,0.1800445430725813,0.297735508531332,5.23636416554451
pattern_l25-31-16-24-26_a2.4_fh0.5_sh1.0,5,"25,31,16,24,26",positive,True,2.4,0.5,1.0,128,10,0.13968273263424635,0.16347617796389385,1586.215233745575,0.08450500717386604,0.17450150936841965,1659.8507669460773,0.0897427144041285,0.11064399428665637,646.2180337524414
pattern_l25-31-16-24-26_a2.4_fh0.5_sh1.5,5,"25,31,16,24,26",positive,True,2.4,0.5,1.5,128,10,0.13727931328117848,0.01326779326889664,2.743947236537933,0.16573384255170823,0.45525680303573607,nan,0.08073365483433008,0.015344015550799667,3.937431449890137
pattern_l25-31-16-24-26_a2.4_fh0.5_sh2.0,5,"25,31,16,24,26",positive,True,2.4,0.5,2.0,128,10,0.16425058409571647,0.014263744808267802,3.2849203288555144,0.16055895086377858,0.45659611582756043,nan,0.10187760770320892,0.02252256576437503,4.587931816577911
pattern_l25-31-16-24-26_a2.4_fh0.5_sh2.5,5,"25,31,16,24,26",positive,True,2.4,0.5,2.5,128,10,0.1512923628091812,0.010809135236777366,3.0527556490898133,0.18172402679920197,0.59352707862854,42063.609375,0.14140536810737103,0.048100238903425636,2.0983914721012114
pattern_l25-31-16-24-26_a2.4_fh0.5_sh3.0,5,"25,31,16,24,26",positive,True,2.4,0.5,3.0,128,10,0.1652277197688818,0.017904020861024036,2.9468600368499756,0.18172402679920197,0.59352707862854,42063.609375,0.12979477565502748,0.05253354812506586,2.057611243724823
pattern_l25-31-16-24-26_a2.4_fh1.0_sh1.0,5,"25,31,16,24,26",positive,True,2.4,1.0,1.0,128,10,0.370579993724823,0.5462202179431915,14.975891149044037,0.11439819283783435,0.17619328778237103,243.42012821674348,0.29171311801765115,0.2776499933749437,14.040951874256134
pattern_l25-31-16-24-26_a2.4_fh1.0_sh1.5,5,"25,31,16,24,26",positive,True,2.4,1.0,1.5,128,10,0.315812511742115,0.5593519067764282,1368.6375046133994,0.1612971144914627,0.45649323403835296,nan,0.44625303566455843,0.37161361284554006,1464.8692687320709
pattern_l25-31-16-24-26_a2.4_fh1.0_sh2.0,5,"25,31,16,24,26",positive,True,2.4,1.0,2.0,128,10,0.3292654275894165,0.5752623638510704,529.1370994031429,0.12577049553394318,0.630923715531826,nan,0.26785606652498245,0.46499440759420396,224.0146125292778
pattern_l25-31-16-24-26_a2.4_fh1.0_sh2.5,5,"25,31,16,24,26",positive,True,2.4,1.0,2.5,128,10,0.3213080343604088,0.5623000612854958,3931.1292127251627,0.18172402679920197,0.59352707862854,42063.609375,0.2236022685468197,0.4531619662046433,46.17362107515335
pattern_l25-31-16-24-26_a2.4_fh1.0_sh3.0,5,"25,31,16,24,26",positive,True,2.4,1.0,3.0,128,10,0.2980354975163937,0.5532393753528595,3537.062251586914,0.1769276460260153,0.5590790781378746,35342.573675851825,0.2024830009788275,0.46334069430828095,41.865008826255796
